id_pedido,id_cliente,Tipo_vivienda,Dirección,Comuna,Latitud,Longitud,fecha_entrega,día,a_ventana,b_ventana,peso_pedido,volumen_pedido
ORD-CL-202612-001656,12.746.163-2,True,"avenida. irarrazaval 9646, La Reina, Santiago, Chile",La Reina,-33.45343260721,-70.570883932789,2026-12-17,17,660,780,112555,964562
ORD-CL-202612-001657,9.979.417-9,True,"avenida. pajaritos 4330, Macul, Santiago, Chile",Macul,-33.483302011333,-70.74654616484,2026-12-16,16,1020,1140,95704,614517
ORD-CL-202612-001658,14.150.753-1,True,"calle amunategui 144, Santiago, Santiago, Chile",Santiago,-33.442079905128,-70.656104652546,2026-12-16,16,1140,1260,49998,157150
ORD-CL-202612-001659,20.549.709-1,True,"calle teatinos 7372, Lo Prado, Santiago, Chile",Lo Prado,-33.444727838885,-70.654178327001,2026-12-15,15,1020,1140,128406,615480
ORD-CL-202612-001660,5.406.344 - 2,False,"avenida. vicuna mackenna 4060, Estación Central, Santiago, Chile",Estación Central,-33.40458,-70.74477,2026-12-17,17,540,1260,101613,883869
ORD-CL-202612-001661,10.263.868-8,True,"avenida. manuel montt 3031, Maipú, Santiago, Chile",Maipú,-33.561645946861,-70.563226017338,2026-12-16,16,1140,1260,39780,223069
ORD-CL-202612-001662,14.141.338-0,False,"avenida. matta 8464, Independencia, Santiago, Chile",Independencia,-33.405148506758,-70.678064025806,2026-12-17,17,540,1260,180727,1096379
ORD-CL-202612-001663,8.998.099 - 5,False,"avenida. las condes 539, Ñuñoa, Santiago, Chile",Ñuñoa,-33.518697703122,-70.765408936672,2026-12-16,16,540,1260,28878,125308
ORD-CL-202612-001664,19.409.077-8,True,"calle amunategui 1188, Las Condes, Santiago, Chile",Las Condes,-33.431991910955,-70.657432675474,2026-12-16,16,540,660,237070,1727723
ORD-CL-202612-001665,11709525 - 5,False,"calle morande 9705, Quinta Normal, Santiago, Chile",Quinta Normal,-33.434552626656,-70.682596353604,2026-12-15,15,540,1260,254438,1769633
ORD-CL-202612-001666,20668353 - 0,True,"avenida recoleta 8699, Puente Alto, Santiago, Chile",Puente Alto,-33.6066736,-70.5773623,2026-12-14,14,1020,1140,143605,912117
ORD-CL-202612-001667,21.985.925-0,True,"calle san diego 4755, Lo Prado, Santiago, Chile",Lo Prado,-33.444107404651,-70.651651197417,2026-12-15,15,540,660,87516,644045
ORD-CL-202612-001668,20081472 - 2,True,"avenida. mapocho 4504, La Reina, Santiago, Chile",La Reina,-33.429846099312,-70.697596096759,2026-12-14,14,900,1020,256351,1525166
ORD-CL-202612-001669,11781750-3,False,"gran avenida jose miguel carrera 9176, Ñuñoa, Santiago, Chile",Ñuñoa,-33.542175450064,-70.665387648943,2026-12-17,17,540,1260,233678,1939803
ORD-CL-202612-001670,8.049.206 - 2,False,"avenida. manuel montt 6711, Lo Prado, Santiago, Chile",Lo Prado,-33.561521552704,-70.563261497287,2026-12-16,16,540,1260,72991,317738
ORD-CL-202612-001671,22432854 - 8,True,"avenida. providencia 2654, Maipú, Santiago, Chile",Maipú,-33.483049751453,-70.743798200532,2026-12-15,15,660,780,181438,1237802
ORD-CL-202612-001672,14.091.933-4,False,"calle huerfanos 6842, Macul, Santiago, Chile",Macul,-33.395857244034,-70.562385703618,2026-12-16,16,540,1260,460218,2916473
ORD-CL-202612-001673,8578575-8,True,"avenida. vitacura 1465, Las Condes, Santiago, Chile",Las Condes,-33.412731652504,-70.603197875614,2026-12-15,15,1140,1260,136307,837614
ORD-CL-202612-001674,14.400.329-4,True,"calle bandera 3669, Las Condes, Santiago, Chile",Las Condes,-33.4144312,-70.5570261,2026-12-16,16,660,780,25457,95355
ORD-CL-202612-001675,5178125 - 8,True,"avenida. mapocho 5094, La Reina, Santiago, Chile",La Reina,-33.428338071573,-70.705179183395,2026-12-16,16,540,660,38273,193116
ORD-CL-202612-001676,17689703-3,True,"avenida santa rosa 4394, Santiago, Santiago, Chile",Santiago,-33.497694371297,-70.639336690061,2026-12-15,15,1140,1260,189534,1582857
ORD-CL-202612-001677,18983939-6,True,"avenida. recoleta 5910, Quinta Normal, Santiago, Chile",Quinta Normal,-33.368399986632,-70.634562293072,2026-12-16,16,660,780,491140,3923901
ORD-CL-202612-001678,21.805.102-0,True,"calle arturo prat 175, Peñalolén, Santiago, Chile",Peñalolén,-33.446405594198,-70.649794575814,2026-12-17,17,1020,1140,179470,1055584
ORD-CL-202612-001679,12.737.660-8,False,"calle amunategui 5053, Puente Alto, Santiago, Chile",Puente Alto,-33.560632939791,-70.56213358452,2026-12-15,15,540,1260,156885,924740
ORD-CL-202612-001680,10.061.823 - 5,True,"calle merced 7933, Estación Central, Santiago, Chile",Estación Central,-33.4593631,-70.6984636,2026-12-15,15,780,900,126550,906167
ORD-CL-202612-001681,16541622 - 3,False,"calle estado 2481, San Miguel, Santiago, Chile",San Miguel,-33.4976634,-70.6639494,2026-12-15,15,540,1260,79245,767093
ORD-CL-202612-001682,5.335.185  -  2,True,"avenida apoquindo 5706, La Florida, Santiago, Chile",La Florida,-33.553082864255,-70.610396585839,2026-12-15,15,540,660,334589,3035762
ORD-CL-202612-001683,21.810.028  -  6,True,"calle santo domingo 7546, La Florida, Santiago, Chile",La Florida,-33.570544265011,-70.57625975021,2026-12-16,16,660,780,158012,930062
ORD-CL-202612-001684,7.794.068-0,False,"calle bandera 3155, Santiago, Santiago, Chile",Santiago,-33.435311103444,-70.652919322764,2026-12-15,15,540,1260,174649,1102370
ORD-CL-202612-001685,10.975.161 - 8,True,"avenida. kennedy 9263, La Reina, Santiago, Chile",La Reina,-33.388127091447,-70.543148917686,2026-12-16,16,540,660,299301,2306704
ORD-CL-202612-001686,17.996.317-9,True,"avenida. macul 1380, Puente Alto, Santiago, Chile",Puente Alto,-33.629343818701,-70.590331792175,2026-12-15,15,540,660,16038,70574
ORD-CL-202612-001687,14.233.701  -  5,False,"avenida. libertador bernardo o'higgins 2588, Lo Prado, Santiago, Chile",Lo Prado,-33.457177510953,-70.705575872792,2026-12-14,14,540,1260,116213,513365
ORD-CL-202612-001688,10063607-9,True,"calle estado 9456, Ñuñoa, Santiago, Chile",Ñuñoa,-33.443432535717,-70.648928126622,2026-12-17,17,1140,1260,115679,988145
ORD-CL-202612-001689,19.331.820-7,False,"avenida. independencia 2414, San Miguel, Santiago, Chile",San Miguel,-33.403655158598,-70.663668173751,2026-12-15,15,540,1260,154143,1122065
ORD-CL-202612-001690,12.764.048 - 9,True,"avenida. independencia 3560, Macul, Santiago, Chile",Macul,-33.395841157629,-70.671870572194,2026-12-15,15,1140,1260,152519,897105
ORD-CL-202612-001691,13.990.485-6,True,"avenida. irarrazaval 3578, Providencia, Santiago, Chile",Providencia,-33.455143051648,-70.59345241022,2026-12-17,17,780,900,102097,759649
ORD-CL-202612-001692,5.548.914 - 9,True,"avenida. pedro de valdivia 9132, La Florida, Santiago, Chile",La Florida,-33.492708991591,-70.606532960984,2026-12-15,15,1020,1140,168075,1380421
ORD-CL-202612-001693,19.331.820-7,False,"avenida. independencia 2414, San Miguel, Santiago, Chile",San Miguel,-33.403655158598,-70.663668173751,2026-12-15,15,540,1260,90108,695839
ORD-CL-202612-001694,21566255-6,True,"avenida. recoleta 7733, Macul, Santiago, Chile",Macul,-33.432921482452,-70.648005865816,2026-12-16,16,540,660,127400,952245
ORD-CL-202612-001695,18.774.506-4,False,"avenida. irarrazaval 3657, Las Condes, Santiago, Chile",Las Condes,-33.455472804352,-70.592639330119,2026-12-16,16,540,1260,82333,399950
ORD-CL-202612-001696,14.544.300 - 5,False,"calle morande 5902, Quinta Normal, Santiago, Chile",Quinta Normal,-33.434552626656,-70.682596353604,2026-12-15,15,540,1260,50206,205715
ORD-CL-202612-001697,8.897.852-9,True,"avenida. pajaritos 8228, Las Condes, Santiago, Chile",Las Condes,-33.458617911353,-70.713213175,2026-12-17,17,660,780,62335,558092
ORD-CL-202612-001698,22.624.142-8,True,"avenida. providencia 7465, Quinta Normal, Santiago, Chile",Quinta Normal,-33.4277648,-70.708275,2026-12-17,17,900,1020,101013,419379
ORD-CL-202612-001699,21566857 - 2,True,"calle morande 4015, Las Condes, Santiago, Chile",Las Condes,-33.398723296541,-70.512746004627,2026-12-16,16,540,660,169865,1088494
ORD-CL-202612-001700,22.130.342-4,False,"avenida. mapocho 6168, Las Condes, Santiago, Chile",Las Condes,-33.425293413522,-70.72060309964,2026-12-16,16,540,1260,70817,436478
ORD-CL-202612-001701,7.117.233-1,False,"avenida. las condes 5070, Macul, Santiago, Chile",Macul,-33.393780951086,-70.544870869114,2026-12-16,16,540,1260,235356,1396304
ORD-CL-202612-001702,9294990  -  5,False,"avenida. matta 2587, Macul, Santiago, Chile",Macul,-33.489543250059,-70.60714630904,2026-12-16,16,540,1260,223011,1955870
ORD-CL-202612-001703,18983939-6,True,"avenida. recoleta 5910, Quinta Normal, Santiago, Chile",Quinta Normal,-33.368399986632,-70.634562293072,2026-12-15,15,540,660,126155,937698
ORD-CL-202612-001704,5053024-2,False,"avenida. departamental 1018, Quinta Normal, Santiago, Chile",Quinta Normal,-33.504189391264,-70.652746449253,2026-12-17,17,540,1260,30465,57334
ORD-CL-202612-001705,12601622 - 7,True,"calle arturo prat 1061, Quinta Normal, Santiago, Chile",Quinta Normal,-33.404373608806,-70.720937908835,2026-12-15,15,780,900,84532,644164
ORD-CL-202612-001706,9812288 - 4,True,"avenida. apoquindo 1556, Puente Alto, Santiago, Chile",Puente Alto,-33.578930631284,-70.557759248356,2026-12-15,15,1020,1140,73417,754627
ORD-CL-202612-001707,22570252-0,False,"calle compania de jesus 7475, Lo Prado, Santiago, Chile",Lo Prado,-33.442433396084,-70.695282573575,2026-12-17,17,540,1260,85799,398784
ORD-CL-202612-001708,7.134.566 - 0,False,"calle san antonio 3448, Las Condes, Santiago, Chile",Las Condes,-33.374848354482,-70.509384848123,2026-12-15,15,540,1260,334886,3071753
ORD-CL-202612-001709,12.205.892 - 8,True,"avenida. pedro de valdivia 968, Lo Prado, Santiago, Chile",Lo Prado,-33.432148021125,-70.60918405019,2026-12-18,18,900,1020,151354,757183
ORD-CL-202612-001710,22.655.290-1,True,"avenida tobalaba 3853, Independencia, Santiago, Chile",Independencia,-33.4223899,-70.6551983,2026-12-18,18,1140,1260,198812,1487683
ORD-CL-202612-001711,12.030.262-8,False,"calle arturo prat 3825, Independencia, Santiago, Chile",Independencia,-33.546082851298,-70.66065537869,2026-12-16,16,540,1260,57640,524052
ORD-CL-202612-001712,17.182.631 - 6,False,"avenida. matta 3173, Providencia, Santiago, Chile",Providencia,-33.455283199497,-70.626941864375,2026-12-17,17,540,1260,170489,1063510
ORD-CL-202612-001713,10807050  -  1,False,"calle san diego 9203, Santiago, Santiago, Chile",Santiago,-33.444107404651,-70.651651197417,2026-12-15,15,540,1260,299912,2126942
ORD-CL-202612-001714,12.150.090-3,False,"avenida. tobalaba 3177, Maipú, Santiago, Chile",Maipú,-33.496690209233,-70.813523075054,2026-12-16,16,540,1260,128479,518327
ORD-CL-202612-001715,21.079.522-3,True,"avenida. irarrazaval 2958, Independencia, Santiago, Chile",Independencia,-33.454510269826,-70.600312154833,2026-12-18,18,1140,1260,75461,654117
ORD-CL-202612-001716,14.736.651-2,True,"calle san diego 2371, Puente Alto, Santiago, Chile",Puente Alto,-33.591298351344,-70.605545825902,2026-12-18,18,660,780,77259,375065
ORD-CL-202612-001717,14040778 - 3,False,"calle santo domingo 211, La Florida, Santiago, Chile",La Florida,-33.570544265011,-70.57625975021,2026-12-16,16,540,1260,326650,1721909
ORD-CL-202612-001718,8852247 - 3,True,"calle amunategui 3636, Independencia, Santiago, Chile",Independencia,-33.416256393965,-70.667550494274,2026-12-18,18,900,1020,33540,208995
ORD-CL-202612-001719,22702021-8,False,"avenida. matta 2957, Maipú, Santiago, Chile",Maipú,-33.562650607695,-70.709820138621,2026-12-17,17,540,1260,167513,1255944
ORD-CL-202612-001720,11.735.042-7,True,"avenida. vicuna mackenna 2305, Recoleta, Santiago, Chile",Recoleta,-33.445783918778,-70.632687544354,2026-12-15,15,1140,1260,503538,3519212
ORD-CL-202612-001721,8.311.488-1,True,"avenida. las condes 1211, La Florida, Santiago, Chile",La Florida,-33.544457066159,-70.575793351677,2026-12-18,18,660,780,242609,1441972
ORD-CL-202612-001722,22.063.182-8,True,"avenida. recoleta 6272, Independencia, Santiago, Chile",Independencia,-33.395952032038,-70.642746715864,2026-12-17,17,1020,1140,158060,1794264
ORD-CL-202612-001723,22261538  -  1,True,"avenida. departamental 7599, Recoleta, Santiago, Chile",Recoleta,-33.510780395858,-70.571082918242,2026-12-17,17,660,780,227972,1203547
ORD-CL-202612-001724,18.043.869-7,True,"avenida. libertador bernardo o'higgins 7790, Peñalolén, Santiago, Chile",Peñalolén,-33.469600208788,-70.535906753752,2026-12-16,16,1140,1260,316346,1577202
ORD-CL-202612-001725,20877450-4,True,"avenida. irarrazaval 610, Santiago, Santiago, Chile",Santiago,-33.452794702469,-70.623915982723,2026-12-19,19,780,900,140470,476325
ORD-CL-202612-001726,21.037.736  -  2,True,"calle compania de jesus 1424, Santiago, Santiago, Chile",Santiago,-33.439135309907,-70.657004405571,2026-12-17,17,780,900,178906,993240
ORD-CL-202612-001727,7.117.233-1,False,"avenida. las condes 5070, Macul, Santiago, Chile",Macul,-33.393780951086,-70.544870869114,2026-12-17,17,540,1260,174906,1118314
ORD-CL-202612-001728,16.142.409-9,True,"avenida pajaritos 8764, Santiago, Santiago, Chile",Santiago,-33.458617911353,-70.713213175,2026-12-16,16,780,900,78208,407022
ORD-CL-202612-001729,11563816-4,False,"calle morande 9400, Vitacura, Santiago, Chile",Vitacura,-33.3818347,-70.5658306,2026-12-16,16,540,1260,52007,351366
ORD-CL-202612-001730,19.524.568-0,False,"calle catedral 8542, Macul, Santiago, Chile",Macul,-33.438297133888,-70.659944515034,2026-12-15,15,540,1260,23436,100455
ORD-CL-202612-001731,7609238-3,False,"avenida. mapocho 4268, Maipú, Santiago, Chile",Maipú,-33.431454502713,-70.693045393887,2026-12-17,17,540,1260,62724,142558
ORD-CL-202612-001732,12.886.029-0,False,"calle monjitas 2227, Estación Central, Santiago, Chile",Estación Central,-33.4593631,-70.6984636,2026-12-18,18,540,1260,125001,937133
ORD-CL-202612-001733,11.212.451-0,True,"avenida. americo vespucio 2037, Las Condes, Santiago, Chile",Las Condes,-33.413843337192,-70.584422823117,2026-12-19,19,1140,1260,651527,4915669
ORD-CL-202612-001734,20874687 - 7,False,"avenida kennedy 9675, Recoleta, Santiago, Chile",Recoleta,-33.409282908945,-70.604791503124,2026-12-17,17,540,1260,315595,2754482
ORD-CL-202612-001735,22.272.741-7,False,"calle merced 2182, La Florida, Santiago, Chile",La Florida,-33.534224,-70.583539,2026-12-18,18,540,1260,289980,1920078
ORD-CL-202612-001736,18429770-6,False,"calle huerfanos 8536, Puente Alto, Santiago, Chile",Puente Alto,-33.605908216687,-70.515425220332,2026-12-17,17,540,1260,103515,637682
ORD-CL-202612-001737,5.445.822-5,True,"avenida. kennedy 7355, Lo Prado, Santiago, Chile",Lo Prado,-33.394092751569,-70.559114711514,2026-12-16,16,780,900,199767,1529916
ORD-CL-202612-001738,17425723 - 2,True,"avenida. santa rosa 7595, Independencia, Santiago, Chile",Independencia,-33.545555238651,-70.633459790418,2026-12-17,17,900,1020,403995,3300035
ORD-CL-202612-001739,10063607 - 9,True,"calle estado 9456, Ñuñoa, Santiago, Chile",Ñuñoa,-33.443432535717,-70.648928126622,2026-12-17,17,1020,1140,20452,75486
ORD-CL-202612-001740,19869239 - 1,False,"avenida. matta 8387, Providencia, Santiago, Chile",Providencia,-33.455283199497,-70.626941864375,2026-12-16,16,540,1260,261512,1508257
ORD-CL-202612-001741,9.516.853-9,True,"avenida. recoleta 8352, Peñalolén, Santiago, Chile",Peñalolén,-33.506676602631,-70.582883438091,2026-12-16,16,660,780,131446,1114786
ORD-CL-202612-001742,11850979 - 9,True,"avenida. tobalaba 7248, Providencia, Santiago, Chile",Providencia,-33.432092661013,-70.584504772284,2026-12-16,16,660,780,55253,209010
ORD-CL-202612-001743,18.545.552 - 1,True,"avenida. la florida 6651, Santiago, Santiago, Chile",Santiago,-33.517250144227,-70.583287572213,2026-12-16,16,1140,1260,149375,885537
ORD-CL-202612-001744,6606107 - 5,True,"avenida. providencia 3544, Puente Alto, Santiago, Chile",Puente Alto,-33.602443255972,-70.556685745267,2026-12-16,16,780,900,16785,35594
ORD-CL-202612-001745,22.871.525 - 8,False,"calle huerfanos 4134, Estación Central, Santiago, Chile",Estación Central,-33.473354218396,-70.690378177879,2026-12-17,17,540,1260,82981,561016
ORD-CL-202612-001746,20.791.707-4,False,"avenida. irarrazaval 8053, La Reina, Santiago, Chile",La Reina,-33.45343260721,-70.570883932789,2026-12-16,16,540,1260,559798,4448674
ORD-CL-202612-001747,20.754.517-6,False,"calle compania de jesus 2778, La Reina, Santiago, Chile",La Reina,-33.441000700556,-70.673968720859,2026-12-16,16,540,1260,289189,1811907
ORD-CL-202612-001748,11969299-2,True,"avenida vitacura 4042, Peñalolén, Santiago, Chile",Peñalolén,-33.386328176416,-70.564012691284,2026-12-16,16,780,900,167022,1171173
ORD-CL-202612-001749,5.553.098-2,False,"avenida. libertador bernardo o'higgins 6150, San Miguel, Santiago, Chile",San Miguel,-33.457707649547,-70.706249557296,2026-12-17,17,540,1260,233105,1714643
ORD-CL-202612-001750,12.324.815-4,True,"avenida. tobalaba 1657, Maipú, Santiago, Chile",Maipú,-33.428140603611,-70.589063622678,2026-12-16,16,540,660,74266,355343
ORD-CL-202612-001751,14918958-0,False,"avenida. apoquindo 3829, La Florida, Santiago, Chile",La Florida,-33.553082864255,-70.610396585839,2026-12-17,17,540,1260,233649,1443279
ORD-CL-202612-001752,21.052.671-9,True,"calle san diego 7949, San Miguel, Santiago, Chile",San Miguel,-33.475856566092,-70.646756124053,2026-12-16,16,1020,1140,250053,1449135
ORD-CL-202612-001753,6.467.242-5,False,"avenida. independencia 24, San Miguel, Santiago, Chile",San Miguel,-33.600565670825,-70.57889335085,2026-12-18,18,540,1260,163655,856209
ORD-CL-202612-001754,17996317-9,True,"avenida. macul 1380, Puente Alto, Santiago, Chile",Puente Alto,-33.629343818701,-70.590331792175,2026-12-18,18,900,1020,101815,777373
ORD-CL-202612-001755,10353880-5,True,"avenida. departamental 88, Maipú, Santiago, Chile",Maipú,-33.483788065952,-70.694080679322,2026-12-18,18,660,780,110430,763224
ORD-CL-202612-001756,12.168.044-7,False,"calle bandera 7508, Las Condes, Santiago, Chile",Las Condes,-33.4144312,-70.5570261,2026-12-15,15,540,1260,115254,722634
ORD-CL-202612-001757,19708200  -  2,True,"calle monjitas 7397, Estación Central, Santiago, Chile",Estación Central,-33.4593631,-70.6984636,2026-12-17,17,540,660,201447,1854665
ORD-CL-202612-001758,18665571-7,True,"calle santo domingo 3984, Lo Prado, Santiago, Chile",Lo Prado,-33.439842766824,-70.695467808671,2026-12-18,18,540,660,93037,427164
ORD-CL-202612-001759,15.770.610-6,True,"avenida macul 7909, Independencia, Santiago, Chile",Independencia,-33.508479441687,-70.561771454286,2026-12-16,16,1140,1260,192738,1345069
ORD-CL-202612-001760,7836410  -  2,True,"avenida. irarrazaval 3179, Estación Central, Santiago, Chile",Estación Central,-33.477149390838,-70.691448473694,2026-12-16,16,660,780,129590,1079892
ORD-CL-202612-001761,6.473.155 - 6,False,"avenida. matta 306, Lo Prado, Santiago, Chile",Lo Prado,-33.456307893366,-70.632848912213,2026-12-17,17,540,1260,100732,560373
ORD-CL-202612-001762,6.362.835-7,False,"calle bandera 5820, Lo Prado, Santiago, Chile",Lo Prado,-33.445778,-70.7394712,2026-12-17,17,540,1260,262162,1451621
ORD-CL-202612-001763,14.150.753-1,True,"calle amunategui 144, Santiago, Santiago, Chile",Santiago,-33.442079905128,-70.656104652546,2026-12-18,18,1140,1260,8625,16638
ORD-CL-202612-001764,16.783.720-7,True,"avenida. departamental 8393, Santiago, Santiago, Chile",Santiago,-33.483835140245,-70.694838354416,2026-12-17,17,900,1020,55467,153943
ORD-CL-202612-001765,11.746.928-4,True,"calle amunategui 2290, Recoleta, Santiago, Chile",Recoleta,-33.416256393965,-70.667550494274,2026-12-18,18,540,660,150929,915067
ORD-CL-202612-001766,22.080.557-4,True,"calle arturo prat 5241, Estación Central, Santiago, Chile",Estación Central,-33.467886905869,-70.691989274086,2026-12-17,17,540,660,215682,1577408
ORD-CL-202612-001767,12031498-3,True,"calle san diego 6481, Quinta Normal, Santiago, Chile",Quinta Normal,-33.4277648,-70.708275,2026-12-18,18,1020,1140,114648,1031216
ORD-CL-202612-001768,21.301.583-4,False,"avenida. pajaritos 1673, Santiago, Santiago, Chile",Santiago,-33.51307779442,-70.757171482402,2026-12-17,17,540,1260,319475,2225417
ORD-CL-202612-001769,9052678-7,True,"avenida. departamental 5839, Lo Prado, Santiago, Chile",Lo Prado,-33.5131,-70.622,2026-12-18,18,900,1020,290183,2440261
ORD-CL-202612-001770,10.370.382 - 5,False,"avenida vitacura 7462, Vitacura, Santiago, Chile",Vitacura,-33.38634251086,-70.564047161978,2026-12-17,17,540,1260,59539,475491
ORD-CL-202612-001771,14658958 - 5,False,"calle santo domingo 8354, Estación Central, Santiago, Chile",Estación Central,-33.439842766824,-70.695467808671,2026-12-16,16,540,1260,240897,1635108
ORD-CL-202612-001772,17498840 - 4,True,"avenida. las condes 2563, Providencia, Santiago, Chile",Providencia,-33.42068,-70.50189,2026-12-16,16,540,660,73506,527168
ORD-CL-202612-001773,19.806.040-6,True,"avenida. la florida 1424, Puente Alto, Santiago, Chile",Puente Alto,-33.561083020801,-70.558292716772,2026-12-15,15,900,1020,328529,2056701
ORD-CL-202612-001774,22261538 - 1,True,"avenida. departamental 7599, Recoleta, Santiago, Chile",Recoleta,-33.510780395858,-70.571082918242,2026-12-17,17,660,780,336827,1936465
ORD-CL-202612-001775,5.886.669 - 8,False,"avenida vicuna mackenna 9411, Providencia, Santiago, Chile",Providencia,-33.445783918778,-70.632687544354,2026-12-16,16,540,1260,129505,809966
ORD-CL-202612-001776,17.422.328-0,True,"avenida. providencia 7142, Lo Prado, Santiago, Chile",Lo Prado,-33.483049751453,-70.743798200532,2026-12-17,17,780,900,167494,1001929
ORD-CL-202612-001777,18.454.880 - 2,True,"calle huerfanos 4859, Peñalolén, Santiago, Chile",Peñalolén,-33.491494,-70.563254,2026-12-17,17,540,660,310748,2748003
ORD-CL-202612-001778,12.592.663 - 1,True,"avenida. santa rosa 1012, Puente Alto, Santiago, Chile",Puente Alto,-33.629961575875,-70.629317175846,2026-12-17,17,1020,1140,86195,630611
ORD-CL-202612-001779,16.353.195 - 1,False,"avenida. pajaritos 2107, Providencia, Santiago, Chile",Providencia,-33.507035928578,-70.757174880237,2026-12-18,18,540,1260,126473,914798
ORD-CL-202612-001780,21.847.476-9,True,"avenida. santa rosa 5600, Vitacura, Santiago, Chile",Vitacura,-33.633040729776,-70.630013883333,2026-12-19,19,660,780,75013,596215
ORD-CL-202612-001781,5.207.863-4,True,"calle san diego 7691, San Miguel, Santiago, Chile",San Miguel,-33.475856566092,-70.646756124053,2026-12-17,17,900,1020,222411,1512670
ORD-CL-202612-001782,13.719.443-2,False,"avenida. mapocho 9405, La Florida, Santiago, Chile",La Florida,-33.437644614527,-70.767675304143,2026-12-17,17,540,1260,174779,1238889
ORD-CL-202612-001783,19.464.509-3,True,"avenida. libertador bernardo o'higgins 2778, Recoleta, Santiago, Chile",Recoleta,-33.397882277541,-70.657269695523,2026-12-16,16,1140,1260,60079,288627
ORD-CL-202612-001784,7604506-0,False,"calle bandera 7395, La Reina, Santiago, Chile",La Reina,-33.461731990549,-70.55674039319,2026-12-16,16,540,1260,230287,1808395
ORD-CL-202612-001785,15.998.202 - 2,True,"calle monjitas 6010, Puente Alto, Santiago, Chile",Puente Alto,-33.6066736,-70.5773623,2026-12-16,16,660,780,177725,931966
ORD-CL-202612-001786,9.484.819 - 4,True,"calle estado 1758, San Miguel, Santiago, Chile",San Miguel,-33.4976634,-70.6639494,2026-12-18,18,540,660,201351,1625891
ORD-CL-202612-001787,5.027.457 - 1,False,"avenida. kennedy 198, Estación Central, Santiago, Chile",Estación Central,-33.4593631,-70.6984636,2026-12-16,16,540,1260,207491,1309893
ORD-CL-202612-001788,5263848 - 4,True,"avenida. manuel montt 8828, Maipú, Santiago, Chile",Maipú,-33.561513534983,-70.563263447822,2026-12-16,16,900,1020,13464,35796
ORD-CL-202612-001789,18.466.139-0,True,"avenida. vicuna mackenna 8820, Macul, Santiago, Chile",Macul,-33.494583746502,-70.616639379563,2026-12-16,16,780,900,343087,3017229
ORD-CL-202612-001790,22.889.132 - 0,False,"calle huerfanos 5041, Recoleta, Santiago, Chile",Recoleta,-33.440250262357,-70.657013436154,2026-12-19,19,540,1260,316883,2371476
ORD-CL-202612-001791,13.168.967-9,True,"avenida. recoleta 6597, La Reina, Santiago, Chile",La Reina,-33.432921482452,-70.648005865816,2026-12-16,16,660,780,753308,6331354
ORD-CL-202612-001792,16513297 - 6,True,"avenida. matta 4483, La Reina, Santiago, Chile",La Reina,-33.435425670582,-70.529612883216,2026-12-18,18,540,660,378809,2518005
ORD-CL-202612-001793,11.702.770-0,True,"calle merced 4278, Santiago, Santiago, Chile",Santiago,-33.436856985775,-70.639216119699,2026-12-17,17,1020,1140,163094,1455046
ORD-CL-202612-001794,11338808-7,False,"avenida. americo vespucio 6368, Ñuñoa, Santiago, Chile",Ñuñoa,-33.458712704793,-70.572698913035,2026-12-17,17,540,1260,231555,1751599
ORD-CL-202612-001795,22445445  -  9,True,"avenida. kennedy 7707, Providencia, Santiago, Chile",Providencia,-33.40941896899,-70.606019567927,2026-12-16,16,1140,1260,60109,346336
ORD-CL-202612-001796,10300987-5,False,"calle bandera 1398, Puente Alto, Santiago, Chile",Puente Alto,-33.623400546435,-70.607892130785,2026-12-17,17,540,1260,9766,83844
ORD-CL-202612-001797,8.508.000-3,False,"avenida. las condes 3917, Puente Alto, Santiago, Chile",Puente Alto,-33.557815842347,-70.550228027487,2026-12-16,16,540,1260,40788,251509
ORD-CL-202612-001798,5.802.113-4,False,"avenida. las condes 599, San Miguel, Santiago, Chile",San Miguel,-33.518697703122,-70.765408936672,2026-12-17,17,540,1260,47879,233866
ORD-CL-202612-001799,6852110-4,False,"avenida. macul 3599, Recoleta, Santiago, Chile",Recoleta,-33.488196599694,-70.599661727538,2026-12-16,16,540,1260,325215,2992003
ORD-CL-202612-001800,10.201.227 - 3,True,"avenida. providencia 6854, Recoleta, Santiago, Chile",Recoleta,-33.428348419768,-70.619115940584,2026-12-17,17,900,1020,87781,450826
ORD-CL-202612-001801,11.212.451-0,True,"avenida americo vespucio 2037, Las Condes, Santiago, Chile",Las Condes,-33.413843337192,-70.584422823117,2026-12-17,17,660,780,100883,751276
ORD-CL-202612-001802,8933088-4,True,"avenida. santa rosa 9972, Providencia, Santiago, Chile",Providencia,-33.451112067767,-70.644328276561,2026-12-16,16,660,780,61510,442698
ORD-CL-202612-001803,15.647.913-5,True,"avenida. independencia 8328, Lo Prado, Santiago, Chile",Lo Prado,-33.447524431803,-70.725124358274,2026-12-17,17,780,900,291047,2077302
ORD-CL-202612-001804,18.260.935-7,True,"calle teatinos 4556, Providencia, Santiago, Chile",Providencia,-33.4323744,-70.6098356,2026-12-18,18,780,900,152512,930898
ORD-CL-202612-001805,17256565 - 4,False,"calle morande 2970, San Miguel, Santiago, Chile",San Miguel,-33.4976634,-70.6639494,2026-12-15,15,540,1260,201788,1566619
ORD-CL-202612-001806,14.429.807-9,True,"avenida. apoquindo 6788, Independencia, Santiago, Chile",Independencia,-33.407368020231,-70.560225243906,2026-12-16,16,1020,1140,94617,845371
